,Unnamed: 0,Time,day
0,0,2.719500205,1
1,1,2.7324348069999997,1
2,2,2.624915922,1
3,3,2.658060842,1
4,4,2.67261227,1
5,5,2.686355285,1
6,6,2.581261638,1
7,7,2.742135759,1
8,8,2.634616874,1
9,9,2.290233079,1
10,10,2.295083555,1
11,11,2.30882657,1
12,12,2.210200225,1
13,13,2.119658006,1
14,14,2.003246583,1
15,15,2.151994513,1
16,16,2.055793406,1
17,17,2.177863719,1
18,18,2.194840385,1
19,19,2.221518002,1
20,20,1.987886742,1
21,21,1.992737218,1
22,22,1.899769761,1
23,23,2.035583089,1
24,24,1.68715723,1
25,25,1.7106011980000002,1
26,26,1.827821034,1
27,27,1.842372462,1
28,28,1.616016916,1
29,29,1.391278195,1
30,30,1.5238578719999998,1
31,31,1.180282489,1
32,32,1.424423114,1
33,33,1.446250256,1
34,34,1.576404695,1
35,35,1.464843747,1
36,36,1.59014771,1
37,37,1.594998186,1
38,38,1.600657075,1
39,39,1.488287715,1
40,40,1.257081692,1
41,41,1.401787559,1
42,42,1.4025959719999999,1
43,43,1.281334072,1
44,44,1.536792474,1
45,45,1.4211894630000002,1
46,46,1.185132965,1
47,47,1.443016606,1
48,48,1.438166129,1
49,49,1.4454418430000002,1
50,50,0.949076467,1
51,51,0.974137259,1
52,52,0.9797961479999999,1
53,53,0.85610901,1
54,54,0.9830297990000001,1
55,55,0.879552977,1
56,56,1.008090591,1
57,57,0.8819782159999999,1
58,58,0.632178702,1
59,59,0.774459331,1
60,60,0.526276643,1
61,61,0.39773902899999997,1
62,62,0.407439981,1
63,63,0.5173841029999999,1
64,64,0.39450537799999996,1
65,65,0.5173841029999999,1
66,66,0.270009828,1
67,67,0.2554584,1
68,68,0.36136045899999997,1
69,69,0.46726251799999996,1
70,70,0.337108079,1
71,71,0.082458089,1
72,72,0.22797236899999998,1
73,73,0.334682841,1
74,74,0.098626343,1
75,75,0.318514588,1
76,76,0.438968075,1
77,77,0.5456785470000001,1
78,78,0.548103785,1
79,79,0.657239495,1
80,80,0.641071241,1
81,81,0.8844034540000001,1
82,82,0.741314412,1
83,83,0.8609594859999999,1
84,84,0.715445207,1
85,85,1.060637415,1
86,86,1.05012805,1
87,87,1.151179633,1
88,88,0.993539163,1
89,89,1.204534869,1
90,90,1.291843437,1
91,91,1.254656454,1
92,92,1.485054064,1
93,93,1.55376914,1
94,94,1.7518302430000001,1
95,95,1.58691406,1
96,96,1.523049459,1
97,97,1.722727388,1
98,98,1.697666595,1
99,99,2.003246583,1
100,100,2.071961659,1
101,101,2.107531817,1
102,102,2.1584618140000003,1
103,103,2.3225695859999997,1
104,104,2.480210055,1
105,105,2.265980699,1
106,106,2.544883069,1
107,107,2.576411163,1
108,108,2.589345765,1
109,109,2.606322432,1
110,110,2.829444327,1
111,111,2.805191947,1
112,112,3.0226549539999996,1
113,113,3.1576598689999997,1
114,114,3.323384465,1
115,115,2.9135192439999997,1
116,116,3.246585262,1
117,117,3.20939828,1
118,118,3.187571138,1
119,119,3.144725267,1
120,120,3.348445258,1
121,121,3.3993752560000003,1
122,122,3.239309548,1
123,123,3.391291129,1
124,124,3.200505741,1
125,125,3.3597630360000004,1
126,126,3.6313896910000003,1
127,127,3.530338108,1
128,128,3.788221749,1
129,129,3.9814323760000003,1
130,130,4.02832031,1
131,131,3.9765818989999997,1
132,132,4.477797752,1
133,133,4.426867754,1
134,134,4.482648228,1
135,135,4.306414267,1
136,136,4.654840126,1
137,137,4.035596024,1
138,138,3.249818913,1
139,139,2.440597835,1
140,140,2.491527833,1
141,141,1.493138191,1
142,142,3.640282231,1
143,143,6.427689102,1
144,144,10.54170116,1
145,145,11.79312396,1
146,146,11.54494127,1
147,147,10.45600941,1
148,148,11.55060016,1
149,149,15.11974208,1
150,150,14.40753052,1
151,151,14.85054066,1
152,152,14.79799384,1
153,153,13.48432326,1
154,154,12.33233521,1
155,155,9.788260552,1
156,156,9.825447535,1
157,157,7.580485562000001,1
158,158,7.931336658999999,1
159,159,10.63547703,1
160,160,6.861806702999999,1
161,161,3.6839365139999996,1
162,162,2.5085044990000003,1
163,163,2.428471645,1
164,164,2.204541336,1
165,165,2.036391502,1
166,166,2.114807531,1
167,167,2.249812446,1
168,168,2.8747154360000002,1
169,169,3.274071293,1
170,170,3.2667955789999996,1
171,171,3.271646055,1
172,172,3.443837953,1
173,173,3.632198104,1
174,174,3.527104457,1
175,175,3.79468905,1
176,176,3.682319689,1
177,177,3.663726198,1
178,178,3.6540252460000002,1
179,179,3.7486095280000002,1
180,180,3.8512779360000002,1
181,181,3.95556317,1
182,182,3.932927616,1
183,183,3.93131079,1
184,184,3.88280603,1
185,185,3.932927616,1
186,186,3.895740633,1
187,187,3.740525401,1
188,188,3.623305565,1
189,189,3.587735407,1
190,190,3.647557945,1
191,191,3.429286525,1
192,192,3.468898745,1
193,193,3.6451327069999997,1
194,194,3.5513568369999997,1
195,195,3.625730802,1
196,196,3.432520175,1
197,197,3.239309548,1
198,198,3.392099542,1
199,199,3.428478112,1
200,200,3.20939828,1
201,201,2.873098611,1
202,202,2.651593541,1
203,203,2.808425598,1
204,204,2.724350681,1
205,205,2.761537663,1
206,206,2.536798942,1
207,207,2.560242909,1
208,208,2.353289267,1
209,209,2.384817361,1
210,210,2.166545941,1
211,211,2.45434085,1
212,212,2.501228785,1
213,213,2.1576534019999998,1
214,214,2.207774987,1
215,215,2.001629757,1
216,216,1.902195,1
217,217,2.057410231,1
218,218,2.206158162,1
219,219,1.9975876940000001,1
220,220,1.661288025,1
221,221,1.813269606,1
222,222,1.8375219859999998,1
223,223,1.9773773780000001,1
224,224,1.900578174,1
225,225,1.9078538880000002,1
226,226,1.943424045,1
227,227,1.853690239,1
228,228,2.007288646,1
229,229,2.025882137,1
230,230,1.8350967480000002,1
231,231,1.8650080169999999,1
232,232,1.889260397,1
233,233,1.790634052,1
234,234,1.467268985,1
235,235,1.59904025,1
236,236,1.616825329,1
237,237,1.3937034330000002,1
238,238,1.302352802,1
239,239,1.193217092,1
240,240,1.3767267669999999,1
241,241,1.267591057,1
242,242,1.282142485,1
243,243,1.4373577169999998,1
244,244,1.451909145,1
245,245,1.46565216,1
246,246,1.3605585130000002,1
247,247,1.643502946,1
248,248,1.291843437,1
249,249,1.435740891,1
250,250,1.440591367,1
251,251,1.33226407,1
252,252,1.3557080369999999,1
253,253,1.5093064440000001,1
254,254,1.637035645,1
255,255,1.6637132630000002,1
256,256,1.567512156,1
257,257,1.567512156,1
258,258,1.706559135,1
259,259,1.7332367519999998,1
260,260,1.621675804,1
261,261,1.504455968,1
262,262,1.289418199,1
263,263,1.303161214,1
264,264,1.5650869180000002,1
265,265,1.4664605730000002,1
266,266,1.4616100969999999,1
267,267,1.476161525,1
268,268,1.249805979,1
269,269,1.14713757,1
270,270,1.40178756,1
271,271,1.180282489,1
272,272,1.302352802,1
273,273,1.202109631,1
274,274,1.4543343830000002,1
275,275,1.09863281,1
276,276,1.223936773,1
277,277,1.350857561,1
278,278,1.35651645,1
279,279,1.24414709,1
280,280,1.012941067,1
281,281,1.035576622,1
282,282,0.9143147220000001,1
283,283,0.915123135,1
284,284,0.8043705990000001,1
285,285,0.810837901,1
286,286,1.063062653,1
287,287,1.076805668,1
288,288,1.0719551920000001,1
289,289,0.957160593,1
290,290,1.071146779,1
291,291,1.096207572,1
292,292,0.9797961479999999,1
293,293,0.978179323,1
294,294,0.8609594859999999,1
295,295,0.635412352,1
296,296,0.641879654,1
297,297,0.637837591,1
298,298,0.510108389,1
299,299,0.530318706,1
300,300,0.648346955,1
301,301,0.519809341,1
302,302,0.8957212309999999,1
303,303,0.883595041,1
304,304,0.882786628,1
305,305,0.7615247279999999,1
306,306,0.636220765,1
307,307,0.74373965,1
308,308,0.849641709,1
309,309,0.8334734559999999,1
310,310,1.069529954,1
311,311,0.8148799640000001,1
312,312,-0.138238569,1
313,313,-0.397739034,1
314,314,-0.877936157,1
315,315,-0.780118225,1
316,316,-1.025875675,1
317,317,-0.797094891,1
318,318,-0.916739965,1
319,319,-0.9296745679999999,1
320,320,-0.8237725090000001,1
321,321,-0.7025106090000001,1
322,322,-0.723529338,1
323,323,-0.7259545759999999,1
324,324,-0.749398543,1
325,325,-0.64834696,1
326,326,-0.780926637,1
327,327,-0.8019453670000001,1
328,328,-0.8375155240000001,1
329,329,-0.7485901309999999,1
330,330,-0.7833518759999999,1
331,331,-0.698468546,1
332,332,-0.7122115609999999,1
333,333,-0.643496485,1
334,334,-0.567505694,1
335,335,-0.610351565,1
336,336,-0.430075541,1
337,337,-0.59660855,1
338,338,-0.621669342,1
339,339,-0.56022998,1
340,340,-0.49151490299999995,1
341,341,-0.333874433,1
342,342,-0.527085061,1
343,343,-0.7291882270000001,1
344,344,-0.69361807,1
345,345,-0.297495863,1
346,346,-0.384804431,1
347,347,-0.597416962,1
348,348,-0.09620111,1
349,349,-0.445435381,1
350,350,-0.588524423,1
351,351,-0.734847115,1
352,352,-0.517384109,1
353,353,-0.504449506,1
354,354,-0.460795222,1
355,355,-0.260308881,1
356,356,-0.049313175,1
357,357,0.157640467,1
358,358,0.135813325,1
359,359,0.092967454,1
360,360,0.174617133,1
361,361,0.103476819,1
362,362,-0.056588889,1
363,363,-0.026677621000000002,1
364,364,-0.095392697,1
365,365,-0.424416652,1
366,366,-0.39693062100000004,1
367,367,-0.375911892,1
368,368,0.004042061,1
369,369,0.075182376,1
370,370,-0.122070315,1
371,371,-0.17380872600000002,1
372,372,-0.03880381,1
373,373,0.39854744200000003,1
